iter	Logloss
0	0.5346687669
1	0.4087378483
2	0.2802114999
3	0.2183791454
4	0.1841502844
5	0.1592845166
6	0.1469400168
7	0.1374211153
8	0.1301726592
9	0.123803468
10	0.1182735557
11	0.113967932
12	0.1113223458
13	0.1083109991
14	0.105854486
15	0.1035490204
16	0.1020259399
17	0.1011579636
18	0.0997722301
19	0.09785472737
20	0.09644971089
21	0.09555930874
22	0.09470964502
23	0.09419638685
24	0.09357459726
25	0.09310559099
26	0.09217670362
27	0.09159870307
28	0.09112597788
29	0.09066326088
30	0.08930377837
31	0.08851642204
32	0.08794712015
33	0.08780530625
34	0.08753668054
35	0.08704515877
36	0.08651000491
37	0.08616969667
38	0.08574911881
39	0.08546426596
40	0.085149593
41	0.0847631966
42	0.08404186139
43	0.08374906052
44	0.08292661316
45	0.08272131471
46	0.08246951826
47	0.08229879021
48	0.08189502995
49	0.08132840003
50	0.0807851484
51	0.08071014929
52	0.08044187648
53	0.07999365721
54	0.07973822572
55	0.07956465143
56	0.0792211874
57	0.07893412268
58	0.07875019664
59	0.07836867513
60	0.07810476918
61	0.07788645189
62	0.07740092474
63	0.07702901611
64	0.07659625533
65	0.07631158142
66	0.07581373264
67	0.07540524225
68	0.07512512724
69	0.07477376998
70	0.0746090214
71	0.07426157668
72	0.07397661099
73	0.0738899631
74	0.07377780596
75	0.07352973536
76	0.07307408492
77	0.07241723057
78	0.07215804331
79	0.07180665054
80	0.07171183406
81	0.0714191879
82	0.0713938744
83	0.07087055797
84	0.07050896486
85	0.0702657268
86	0.07019081446
87	0.0699347428
88	0.06976792482
89	0.0696863388
90	0.06947482266
91	0.06940114413
92	0.06896017411
93	0.06889135627
94	0.0686368112
95	0.06856654094
96	0.0684988596
97	0.06838469748
98	0.06822717698
99	0.06779022215
100	0.06772329229
101	0.06753811086
102	0.06739688061
103	0.06710220167
104	0.06706724684
105	0.0670111236
106	0.06692327966
107	0.06658646026
108	0.06643842002
109	0.06629225224
110	0.06617916078
111	0.0660968582
112	0.06599321481
113	0.06562239409
114	0.06518074365
115	0.06505132245
116	0.06493871079
117	0.06491017691
118	0.06443118422
119	0.06410390794
120	0.06385921619
121	0.06357017856
122	0.06311210136
123	0.06307586924
124	0.06277321263
125	0.06256142424
126	0.06231747724
127	0.06213092227
128	0.0618438241
129	0.06180254069
130	0.06155719121
131	0.06144927145
132	0.06142415856
133	0.06110781339
134	0.06107983571
135	0.06082417458
136	0.06067289792
137	0.06044574287
138	0.06041009831
139	0.06011913318
140	0.05967810494
141	0.05939417846
142	0.05900535458
143	0.05873955771
144	0.05854359359
145	0.05829376775
146	0.05816755434
147	0.05783495253
148	0.05745941344
149	0.0573611289
150	0.05716149615
151	0.05709478302
152	0.05701793942
153	0.05699614638
154	0.05678921126
155	0.05670653543
156	0.0566331323
157	0.05655362413
158	0.05638301267
159	0.05619224454
160	0.05614500297
161	0.05579598996
162	0.05570610129
163	0.05552126837
164	0.05535873098
165	0.05495480685
166	0.05478987678
167	0.05457671128
168	0.05447806255
169	0.054181084
170	0.05394262853
171	0.05367378755
172	0.05362646865
173	0.05334575208
174	0.05306380574
175	0.05303815086
176	0.05288261862
177	0.05256664583
178	0.05253957105
179	0.0524698671
180	0.05240969638
181	0.05213107472
182	0.05193968082
183	0.05178302451
184	0.05170720465
185	0.05145442013
186	0.05124745403
187	0.05098241695
188	0.05074768288
189	0.05054748418
190	0.05051560391
191	0.05032647941
192	0.05029763147
193	0.05019665234
194	0.0500682414
195	0.05001480631
196	0.04978194219
197	0.04963667368
198	0.04943807798
199	0.04941535565
200	0.04924516689
201	0.04920615556
202	0.04904282286
203	0.04897227043
204	0.04895223804
205	0.04893609338
206	0.04862876469
207	0.04845920858
208	0.04844616143
209	0.04815723455
210	0.04787830492
211	0.04773120388
212	0.04743743798
213	0.04713731248
214	0.0471236891
215	0.04699670596
216	0.04683635067
217	0.04660072826
218	0.04654193545
219	0.04647795867
220	0.04644977865
221	0.04642799426
222	0.04628706267
223	0.04610619594
224	0.04598956689
225	0.04573397429
226	0.04558397076
227	0.0454011654
228	0.04533616436
229	0.04524881301
230	0.04520143663
231	0.0449994153
232	0.04496137566
233	0.04485527029
234	0.0447769822
235	0.04465677212
236	0.04458130016
237	0.04439476888
238	0.04434953064
239	0.04422310129
240	0.04417963955
241	0.04411332887
242	0.04409332333
243	0.04396531485
244	0.04372424453
245	0.04365497233
246	0.04359629587
